GENE,NSMCE2,NSMCE2,NSMCE2,PIAS1,PIAS1,PIAS1,PIAS2,PIAS2,PIAS2,PIAS3,PIAS3,PIAS3,PIAS4,PIAS4,PIAS4,ZMIZ2,ZMIZ2,ZMIZ2,ZATT,ZATT,ZATT,Z3,Z3,Z3
HNRNPK,NaN,NaN,NaN,1.579775113,1.34,0.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.686245703,1.45,2.14
HNRNPM,0.045295526,7.39,7.57,0.987165747,2.25,0.75,0.002962411,1.98,0.84,NaN,NaN,NaN,0.295014451,9.6,9.66,0.559524401,2.68,3.29,-0.782465656,2.54,3.17,-0.468549616,2.16,2.22
HNRNPR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.913203613,2.61,3.04,NaN,NaN,NaN,NaN,NaN,NaN,0.015234976,1.48,2.36
HNRNPU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.83346722,1.48,0.41
HNRNPUL1,NaN,NaN,NaN,NaN,NaN,NaN,0.522036431,1.73,3.04,NaN,NaN,NaN,0.796684368,4.98,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSD17B7,NaN,NaN,NaN,NaN,NaN,NaN,1.339426898,1.45,2.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSF1,-0.138493632,5.08,5.82,NaN,NaN,NaN,1.128017005,1.36,2.36,NaN,NaN,NaN,0.255314674,5.15,6.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSF2,-0.304114402,4.45,4.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.062843804,4.2,5.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSP90AA1,-0.373479792,1.85,3.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.294245506,2.16,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSP90AB1,-0.318850892,2.93,2.04,0.750008613,1.63,0.93,NaN,NaN,NaN,NaN,NaN,NaN,0.265833743,2.22,1.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSP90B1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.251178933,1.78,1.02
HSPA1A,-0.082849276,4.63,7.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.199673627,3.44,4.52,NaN,NaN,NaN,-0.289500455,2.37,4.61,-0.466671133,1.85,1.7
HSPA1B,-0.082849276,4.63,7.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.199673627,3.44,4.52,NaN,NaN,NaN,-0.289500455,2.37,4.61,-0.466671133,1.85,1.7
HSPA5,-0.760252721,2.35,4.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSPA6,NaN,NaN,NaN,1.136643156,1.51,0.78,-0.955285208,1.47,0.56,NaN,NaN,NaN,0.088535369,1.65,4.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSPA8,-0.086083903,6.21,8.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.087288307,3.84,5.36,NaN,NaN,NaN,-0.098648166,3.32,6.78,-0.979966768,2.18,0.99
HSPB1,0.200813685,1.95,4.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.237507809,3.21,5.61,NaN,NaN,NaN,-0.023590916,5.37,2.54,NaN,NaN,NaN
HYOU1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.763430819,1.54,2.72
ICMT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.225206862,1.38,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IER2,0.76123624,1.66,3.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.020305634,3.82,3.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IER3IP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.952621654,5.6,4.65
IFI16,-1.595232721,2.04,1.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.903787201,6.74,8.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IGF1R,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.30436052,2.59,0.76
IK,-0.179468002,5.59,4.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.946085097,5.08,4.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ILF2,NaN,NaN,NaN,0.763616507,1.33,0.54,0.431735069,1.61,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ILVBL,NaN,NaN,NaN,NaN,NaN,NaN,0.780177456,1.48,0.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IMMT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.405644151,1.99,1.09
INPP5K,NaN,NaN,NaN,NaN,NaN,NaN,0.419341948,2.88,0.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
INTS12,-0.072234429,4.89,4.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.648185021,4.72,3.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
INTS7,NaN,NaN,NaN,NaN,NaN,NaN,0.587941178,4.01,3.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ITFG1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.527793501,1.72,0.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ITGA3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.99465043,1.31,0.28,NaN,NaN,NaN,1.339168729,2.46,0.75
ITGA6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.671434048,1.87,3.62
ITGAV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.143975567,1.73,1.11
ITGB1,0.174806076,2.13,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ITGB5,NaN,NaN,NaN,0.767091311,1.96,3.94,NaN,NaN,NaN,0.662687378,1.5,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ITM2C,5.791397208,1.35,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.058189094,3.08,1.38
ITPRIP,NaN,NaN,NaN,0.734103499,1.35,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JAGN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.246385981,3.32,2.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JARID2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.106039122,1.76,1.36,NaN,NaN,NaN,NaN,NaN,NaN,-0.173022708,1.79,0.76
JMJD1C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.504173763,2.41,0.73
JRK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.01308871,4.45,4.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JUNB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.041532971,6.43,7.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KCT2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.855070686,1.42,0.56
KCTD1,1.066773,3.48,4.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.464601618,6.52,6.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KCTD15,0.945687072,5.22,5.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.349032196,6.37,6.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KDM2B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.579776561,7.02,4.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KDM3B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.295033995,1.62,2.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KDM4A,-0.17970853,4.17,3.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.372742261,6.53,7.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KDM4B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.994635163,4.69,4.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KDM5A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.603927604,4.67,3.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KDM5B,0.212744979,5.28,5.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.352715564,6.28,6.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KIAA0196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.937511277,1.86,0.55
KIAA1217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.398846236,2.27,1.25
KIAA1524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.461143442,1.77,0.87
KIF18A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.338629941,2.64,4.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KIF23,-0.030878752,4.57,4.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.492958152,6.29,6.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KIFAP3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.025839241,1.48,2.48
KLF5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.292072211,5.13,6.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KNOP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.07844189,4.95,4.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KPNA1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.754538503,1.44,2.01,NaN,NaN,NaN
KPNA2,-1.199044419,1.84,0.41,NaN,NaN,NaN,0.357692416,1.64,0.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KPNB1,NaN,NaN,NaN,NaN,NaN,NaN,0.540061633,2.2,0.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KRT18,NaN,NaN,NaN,0.927824898,1.46,3.18,NaN,NaN,NaN,NaN,NaN,NaN,0.532318157,4.31,4.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KRT9,NaN,NaN,NaN,0.365839614,1.59,1.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KRTCAP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.041914831,6.77,4.45
KTN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.845100239,2.21,0.67
L1CAM,19.21324909,1.44,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L3MBTL2,0.540990332,1.77,4.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.257907869,5.7,6.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L3MBTL3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.870650169,4.09,1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LAMP1,NaN,NaN,NaN,NaN,NaN,NaN,-0.52174425,1.4,0.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LAMTOR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.208380191,1.43,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CERS5,NaN,NaN,NaN,NaN,NaN,NaN,1.084481991,1.3,1.79,0.064140039,1.97,2.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LCLAT1,NaN,NaN,NaN,NaN,NaN,NaN,1.512950664,1.4,0.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LDHA,NaN,NaN,NaN,1.437782105,1.33,0.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.299324021,1.58,2.15,0.836479291,1.94,1.08
LDHB,-0.692936872,1.86,0.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.172460609,2.03,0.57,NaN,NaN,NaN
LDLR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.039231356,1.76,0.6
LGALS1,NaN,NaN,NaN,1.311681494,1.99,1.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LGALS3BP,NaN,NaN,NaN,NaN,NaN,NaN,0.25127004,1.82,3.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIN54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.67490309,5.45,5.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMAN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.249577947,1.43,0.36,NaN,NaN,NaN,NaN,NaN,NaN,1.306889127,1.34,0.29
LMAN2L,3.509000954,1.52,0.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMNB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.98356287,1.38,1.07
LNP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.617965123,2.21,0.84
LNPEP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.951734512,2.11,3.07,1.404551006,1.31,2.27
LOX,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.011046132,1.51,0.49,0.199013036,4.55,3.53,NaN,NaN,NaN
LRCH4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.115558948,1.74,0.83
LRPAP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.431607672,1.71,0.6
LRRC42,-0.083964035,5.02,4.88,NaN,NaN,NaN,NaN,NaN,NaN,0.542035231,1.32,2.02,0.292610067,5.2,7.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.484534855,1.54,0.98
MACF1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.446095955,2.01,1.22
MAD2L1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.819015104,2.2,0.74
MAFA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16631171,2.18,1.1
MAFG,0.814962799,4.09,3.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.645262777,4.77,5.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAGEA4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.283300669,1.4,2.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAGEC1,NaN,NaN,NaN,NaN,NaN,NaN,-0.654116541,1.84,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAGED2,NaN,NaN,NaN,NaN,NaN,NaN,0.475488254,1.38,0.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAGED4,1.026235062,4.05,4.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.149800757,5.72,5.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAGEF1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.086730219,4.31,4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAGOHB,NaN,NaN,NaN,NaN,NaN,NaN,0.348136947,1.77,2.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAGT1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.372851333,1.55,0.91
MAN2A1,NaN,NaN,NaN,NaN,NaN,NaN,0.369066639,3.99,3.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAP1LC3B,NaN,NaN,NaN,NaN,NaN,NaN,0.051372953,1.3,0.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAP4K4,NaN,NaN,NaN,NaN,NaN,NaN,0.688199137,3.12,0.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAPK1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.040264196,2.33,2.5,NaN,NaN,NaN
MARS,NaN,NaN,NaN,NaN,NaN,NaN,0.75376873,1.72,1.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MARS2,NaN,NaN,NaN,NaN,NaN,NaN,1.181416359,1.32,1.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MASTL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.005283831,5.14,3.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MATR3,NaN,NaN,NaN,0.979572188,1.36,0.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.728370491,2.72,0.58
MAVS,NaN,NaN,NaN,NaN,NaN,NaN,1.096974607,1.95,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAZ,NaN,NaN,NaN,NaN,NaN,NaN,0.227700663,1.42,2.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MBD1,NaN,NaN,NaN,NaN,NaN,NaN,0.099687989,2.01,2.49,NaN,NaN,NaN,0.353370072,4.15,6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MCAM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.918420824,2.38,0.4
MCM10,-0.164554108,5.17,4.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.691931899,5.25,5.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MCM3,-0.113939821,2.65,3.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.76103686,4.06,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MCM7,0.335298852,4.21,4.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.393363525,5.54,7.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MDH2,NaN,NaN,NaN,0.771272846,1.51,0.97,NaN,NaN,NaN,NaN,NaN,NaN,0.716603975,1.48,2.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MDN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.828890302,5.2,4.49
MECOM,-0.038637532,5.12,3.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.765546914,5.57,4.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MECP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.213159769,1.86,0.54,NaN,NaN,NaN
MED6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.205500365,4.01,5.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MEF2D,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.358009318,7.55,6.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MEIS1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.987492511,1.3,2.36,NaN,NaN,NaN
MEIS2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.987492511,1.3,2.36,NaN,NaN,NaN
MEIS3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.987492511,1.3,2.36,NaN,NaN,NaN
MEIS3P1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.987492511,1.3,2.36,NaN,NaN,NaN
METTL7B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.583467314,1.56,0.73
MGA,-0.186412492,6.05,5.26,0.684589696,1.71,3.58,NaN,NaN,NaN,NaN,NaN,NaN,0.259050433,6.19,6.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MGAT2,NaN,NaN,NaN,NaN,NaN,NaN,0.865984429,2,0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MGAT4B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.240924748,3.74,2.85
MGST2,21.61383412,1.75,0.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
