GENE,NSMCE2,NSMCE2,NSMCE2,PIAS1,PIAS1,PIAS1,PIAS2,PIAS2,PIAS2,PIAS3,PIAS3,PIAS3,PIAS4,PIAS4,PIAS4,ZMIZ2,ZMIZ2,ZMIZ2,ZATT,ZATT,ZATT,Z3,Z3,Z3
SPRTN,-0.125549111,6.41,6.98,NaN,NaN,NaN,NaN,NaN,NaN,-0.140736736,2.66,2.87,0.154571207,5.16,5.96,NaN,NaN,NaN,-0.260443107,2.9,3.92,-0.193036184,6.82,6.01
SPTBN1,NaN,NaN,NaN,NaN,NaN,NaN,0.701836203,1.36,0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SRBD1,NaN,NaN,NaN,NaN,NaN,NaN,0.730651107,2.21,2.81,NaN,NaN,NaN,0.623802329,5.25,7.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SRGAP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.617530953,1.37,1.82,0.304101729,3.93,3.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SRPR,NaN,NaN,NaN,NaN,NaN,NaN,0.739542227,1.59,0.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SRSF3,NaN,NaN,NaN,0.029988388,1.51,2.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SSR1,NaN,NaN,NaN,NaN,NaN,NaN,0.68968338,1.78,3.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SSR3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.355664848,1.95,0.76
SSR4,NaN,NaN,NaN,NaN,NaN,NaN,0.460938291,1.56,0.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SSRP1,-0.212884213,3.67,3.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.092082111,5.52,4.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STAG1,NaN,NaN,NaN,NaN,NaN,NaN,0.577434988,1.53,0.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STAT1,NaN,NaN,NaN,NaN,NaN,NaN,0.342082191,1.32,0.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STIM2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.707582172,1.58,0.6
STIP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.034608304,3.98,3.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STT3A,NaN,NaN,NaN,NaN,NaN,NaN,1.207070339,1.57,0.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STT3B,NaN,NaN,NaN,NaN,NaN,NaN,1.502941542,1.58,0.46,NaN,NaN,NaN,-0.320723543,1.45,0.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STX12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.144865447,1.82,0.76
STX18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.73210081,2.23,0.93
STX2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.395185161,1.82,3.32
STX4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.400680692,2.4,0.54
STX5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.699891798,1.77,0.5
SUMO1,-0.04635086,6.8,2.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.539522596,3.34,1.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SUMO2,0.002393837,5.35,2.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.130770087,2.2,2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SUMO3,-0.270261055,2.31,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.834573847,2.62,1.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SUPT7L,1.124606947,4.01,3.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.290644898,7.5,4.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SURF4,NaN,NaN,NaN,NaN,NaN,NaN,1.013287547,2.34,0.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SUSD5,NaN,NaN,NaN,NaN,NaN,NaN,0.092079033,1.96,2.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SYMPK,NaN,NaN,NaN,NaN,NaN,NaN,0.9401733,1.45,0.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TAF1,-0.292814338,4.47,2.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TAF1B,NaN,NaN,NaN,NaN,NaN,NaN,0.44532708,4.46,3.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TAF2,NaN,NaN,NaN,NaN,NaN,NaN,0.410247465,1.62,0.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TAF6L,NaN,NaN,NaN,NaN,NaN,NaN,5.218724885,1.35,0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TAGLN2,NaN,NaN,NaN,NaN,NaN,NaN,0.722284578,1.46,2.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TARDBP,-0.17519876,4.19,3.08,NaN,NaN,NaN,NaN,NaN,NaN,0.33823016,2.41,2.27,0.553977586,3.7,3.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TARS,NaN,NaN,NaN,0.664356574,3.52,3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TARS2,NaN,NaN,NaN,NaN,NaN,NaN,0.207768618,2.2,2.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.177406316,1.43,2.3,NaN,NaN,NaN
TBC1D10A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.50114923,1.42,0.3,NaN,NaN,NaN,NaN,NaN,NaN
TBC1D20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.078952463,2.39,0.63
TBC1D22A,NaN,NaN,NaN,NaN,NaN,NaN,0.782291418,1.31,1.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TBC1D4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037909264,1.41,2.43,NaN,NaN,NaN,0.888456558,1.92,2.35,NaN,NaN,NaN
TBC1D9B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.182099857,1.6,3.18
TBL2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.476397331,2.12,1.68,NaN,NaN,NaN
TBRG4,NaN,NaN,NaN,NaN,NaN,NaN,0.461011206,1.91,1.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TCF7L2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.763595166,2.97,0.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TDG,-0.080349797,7.93,6.84,NaN,NaN,NaN,0.215772411,2.82,7.38,NaN,NaN,NaN,0.084063884,6.53,8.87,NaN,NaN,NaN,-0.315452664,4.46,5.33,-0.14789502,6.83,7.83
TDP1,1.060720422,4.62,3.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TEAD1,NaN,NaN,NaN,NaN,NaN,NaN,0.817575663,1.86,1.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TECR,1.424871453,1.31,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.988795767,3.35,1.08
TERF2IP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.32222665,2.69,1.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TEX10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.297070116,3.1,0.59
TEX2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7252526,1.55,0.98
TFCP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.977940967,5.07,4.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TFE3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.063249793,2.71,2.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MITF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.063249793,2.71,2.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TFEC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.063249793,2.71,2.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TFIP11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.376545729,1.37,0.28
TFRC,NaN,NaN,NaN,NaN,NaN,NaN,0.384252113,1.81,0.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
THAP11,1.110036029,4.13,3.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.517738889,4.42,4.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
THOC1,NaN,NaN,NaN,NaN,NaN,NaN,0.331682547,4.31,3.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TIMM44,NaN,NaN,NaN,NaN,NaN,NaN,0.883080107,2.05,3.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TIMM50,NaN,NaN,NaN,0.564155216,3.78,3.82,0.596556681,2.28,2.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TJP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.337119072,1.3,0.48
TKT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06182652,3.54,3.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMCC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.68507559,6.38,3.82
TMCO1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.029850711,2.29,1
TMED1,NaN,NaN,NaN,0.005603837,2.2,3.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMED2,NaN,NaN,NaN,NaN,NaN,NaN,0.153860958,2.9,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMEM100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.876979662,1.39,1.67,2.924101858,2.36,1.17
TMEM129,0.975494913,1.77,3.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMEM131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.194272329,1.64,0.72
TMEM135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.13597009,1.74,3.28
TMEM165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.468706521,1.6,0.62,NaN,NaN,NaN,2.637485611,2.22,1.14
TMEM2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.886120438,2.34,1.22
TMEM214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.313122075,1.54,0.7
TMEM246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.364711418,2.23,2.88
TMEM256,NaN,NaN,NaN,NaN,NaN,NaN,0.498906207,5.63,5.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMEM38B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.567789458,1.56,1.35
TMEM41B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.458680817,5.38,3.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMEM59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.714729256,2.61,1.15
TMEM65,NaN,NaN,NaN,NaN,NaN,NaN,0.376986742,1.53,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMEM97,18.54292815,1.4,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMPO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.819370176,2.12,0.34
TMTC3,NaN,NaN,NaN,NaN,NaN,NaN,2.196967844,2.4,0.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMX1,NaN,NaN,NaN,NaN,NaN,NaN,1.222687167,1.31,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TNFRSF10B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.950556579,4.1,3.26,NaN,NaN,NaN
TNRC18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.183206304,4.16,4.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TOMM20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.854239835,5.69,4.75
TOP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.974384332,4.04,0.77,NaN,NaN,NaN,-0.652248874,1.74,0.27,0.603229751,3.08,0.3
TOP2A,-0.562912534,4.44,2,NaN,NaN,NaN,0.006645777,2.27,0.56,NaN,NaN,NaN,0.206940441,3.99,1.86,NaN,NaN,NaN,0.101568746,5.7,4.33,-0.308255885,3.19,1.22
TOP2B,-0.128315236,5.07,6.92,NaN,NaN,NaN,0.136232589,2.88,3.6,-0.091894634,1.85,1.74,0.43435473,3.24,3.94,NaN,NaN,NaN,0.085117908,5.87,7.23,-0.425783732,1.39,1.69
TOPORS,-0.126311792,5.37,7.53,-0.420430813,1.6,2.13,0.139192018,4,3.47,-0.253897152,2.72,3.77,0.334243812,5.44,8.66,NaN,NaN,NaN,NaN,NaN,NaN,-0.391525698,5.27,5.99
TP53I11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.288051788,1.95,0.62
TP73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.241698662,4.52,3.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TPM3,NaN,NaN,NaN,NaN,NaN,NaN,0.95287597,1.34,2.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TPX2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.924623536,4.72,3.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TRA2B,NaN,NaN,NaN,0.418405741,3.29,3.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TRAIP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.669582032,3.83,5.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TRAM1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.07461468,2.21,0.76
TRIM24,0.293368494,1.4,2.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.873775881,5.36,3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TRIM25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.138670423,1.47,0.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TRIM28,-0.009329216,7.27,10,0.868373477,1.66,0.82,0.244494683,4.65,3.14,-0.214283168,2.16,1.04,0.268370741,6.41,13.3,NaN,NaN,NaN,-0.225358419,3.1,4.36,-0.776189146,3.98,3.51
TRIM33,-0.159242891,4.55,4.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.428261231,3.97,4.37,0.87619249,4.9,4.9,NaN,NaN,NaN,NaN,NaN,NaN
TRIM59,3.404829806,1.31,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TRIO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.262447622,2.1,0.94
TRIP12,NaN,NaN,NaN,NaN,NaN,NaN,0.572775423,1.57,0.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TRIQK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.069088036,2.29,3.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TRRAP,NaN,NaN,NaN,-0.038563011,2.6,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TSPAN9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.999672373,1.8,3.09
TSPYL2,0.195113351,5.09,6.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TSR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.423617382,4.68,4.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TTI2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.928056592,1.63,0.58
TTYH3,NaN,NaN,NaN,NaN,NaN,NaN,0.084750538,4.14,3.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.746880234,1.51,2.97
TUBA1B,-0.218995553,1.38,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUBA1C,-0.218995553,1.38,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUBA8,-0.218995553,1.38,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUBB,-0.382890079,2.93,3.07,0.984980977,1.69,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUSC3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.66717711,2.44,1.54
TXNDC12,NaN,NaN,NaN,NaN,NaN,NaN,1.58491189,1.52,0.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9657446,1.87,0.77
TYMS,0.118309678,3.98,4.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.267402777,5.89,6.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TYW1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.745843639,3.26,0.92
U2SURP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5118584,2.03,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UBA2,0.166255772,4.8,6.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.541677765,5.88,6.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UBAP2L,NaN,NaN,NaN,NaN,NaN,NaN,0.533448386,4.16,2.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UBB,-1.567937073,3.96,1.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.288155454,2.01,1.57,-0.842210025,1.69,0.29,NaN,NaN,NaN,NaN,NaN,NaN
UBC,-1.567937073,3.96,1.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.288155454,2.01,1.57,-0.842210025,1.69,0.29,NaN,NaN,NaN,NaN,NaN,NaN
UBE2I,NaN,NaN,NaN,NaN,NaN,NaN,0.25233805,4.55,5.27,0.337300341,3.68,3.82,0.068028737,6.6,5.36,NaN,NaN,NaN,NaN,NaN,NaN,-0.323337269,4.58,4.81
UGGT1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.102263444,1.7,0.51
UGT8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.193320363,1.52,3.47
UIMC1,-0.11663427,4.94,7.91,-0.812532948,2.38,1.52,0.456783745,3.38,3.64,NaN,NaN,NaN,0.114627745,5.92,6.47,NaN,NaN,NaN,NaN,NaN,NaN,-0.400893724,4.19,2.67
UQCRC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.320570574,1.52,2
UQCRC2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.227984787,2.05,2.95
